ASSOCIATED SITE,LEG ID,UNIT CONSUMPTION,READING FOR
Hasanpur WHTM,1686,151.584,2021-06-03 00:00:00
Luhari-WHTM,1692,9.288,2021-06-03 00:00:00
"Aerocity, New Delhi",1848,1101.2,2021-06-03 00:00:00
Hasanpur WHTM,1685,194.376,2021-06-03 00:00:00
Luhari-WHTM,1691,1013.76,2021-06-03 00:00:00
Luhari-WHTM,1692,259.008,2021-06-02 00:00:00
Hasanpur WHTM,1685,47.812,2021-06-02 00:00:00
Hasanpur WHTM,1686,353.424,2021-06-02 00:00:00
"Aerocity, New Delhi",1848,2056,2021-06-02 00:00:00
Luhari-WHTM,1691,1649.024,2021-06-02 00:00:00
Luhari-WHTM,1693,279.552,2021-06-01 00:00:00
Hasanpur WHTM,1686,253.904,2021-06-01 00:00:00
"Aerocity, New Delhi",1848,2308.224,2021-06-01 00:00:00
Hasanpur WHTM,1685,179.388,2021-06-01 00:00:00
Luhari-WHTM,1692,696.184,2021-06-01 00:00:00
Luhari-WHTM,1691,810.048,2021-06-01 00:00:00
"Aerocity, New Delhi",1848,589.472,2021-05-31 00:00:00
Hasanpur WHTM,1686,118.176,2021-05-31 00:00:00
Hasanpur WHTM,1685,316.244,2021-05-31 00:00:00
Luhari-WHTM,1692,279.84,2021-05-31 00:00:00
Luhari-WHTM,1691,1514.56,2021-05-31 00:00:00
Luhari-WHTM,1693,30.308,2021-05-30 00:00:00
Luhari-WHTM,1692,617.104,2021-05-30 00:00:00
Hasanpur WHTM,1685,123.3,2021-05-30 00:00:00
Hasanpur WHTM,1686,272.976,2021-05-30 00:00:00
Luhari-WHTM,1691,1273.28,2021-05-30 00:00:00
Luhari-WHTM,1692,376.472,2021-05-29 00:00:00
Hasanpur WHTM,1686,318.816,2021-05-29 00:00:00
Hasanpur WHTM,1685,157.268,2021-05-29 00:00:00
Luhari-WHTM,1691,1789.312,2021-05-29 00:00:00
Hasanpur WHTM,1686,273.616,2021-05-28 00:00:00
Luhari-WHTM,1692,58.776,2021-05-28 00:00:00
Hasanpur WHTM,1685,91.5,2021-05-28 00:00:00
Luhari-WHTM,1691,2022.592,2021-05-28 00:00:00
Luhari-WHTM,1692,34.84,2021-05-27 00:00:00
Hasanpur WHTM,1686,265.776,2021-05-27 00:00:00
Hasanpur WHTM,1685,29.456,2021-05-27 00:00:00
Luhari-WHTM,1691,1814.016,2021-05-27 00:00:00
Hasanpur WHTM,1686,86.64,2021-05-26 00:00:00
Luhari-WHTM,1692,118.768,2021-05-26 00:00:00
Hasanpur WHTM,1685,302.736,2021-05-26 00:00:00
Luhari-WHTM,1691,1619.008,2021-05-26 00:00:00
Luhari-WHTM,1692,163.344,2021-05-25 00:00:00
Hasanpur WHTM,1685,181.58,2021-05-25 00:00:00
Hasanpur WHTM,1686,201.536,2021-05-25 00:00:00
Luhari-WHTM,1691,1539.008,2021-05-25 00:00:00
Hasanpur WHTM,1685,34.892,2021-05-24 00:00:00
Luhari-WHTM,1692,38.676,2021-05-24 00:00:00
Hasanpur WHTM,1686,295.904,2021-05-24 00:00:00
Luhari-WHTM,1691,1516.864,2021-05-24 00:00:00
Luhari-WHTM,1692,469.904,2021-05-23 00:00:00
Hasanpur WHTM,1685,47.892,2021-05-23 00:00:00
"Aerocity, New Delhi",1848,3279.952,2021-05-23 00:00:00
Hasanpur WHTM,1686,160.272,2021-05-23 00:00:00
Luhari-WHTM,1691,1111.808,2021-05-23 00:00:00
Hasanpur WHTM,1685,62.664,2021-05-22 00:00:00
Luhari-WHTM,1692,428.8,2021-05-22 00:00:00
"Aerocity, New Delhi",1848,3314.176,2021-05-22 00:00:00
Hasanpur WHTM,1686,265.776,2021-05-22 00:00:00
Luhari-WHTM,1691,1343.616,2021-05-22 00:00:00
Luhari-WHTM,1693,18.188,2021-05-21 00:00:00
Luhari-WHTM,1692,374.488,2021-05-21 00:00:00
Hasanpur WHTM,1685,110.084,2021-05-21 00:00:00
"Aerocity, New Delhi",1848,3200.112,2021-05-21 00:00:00
Hasanpur WHTM,1686,349.36,2021-05-21 00:00:00
Luhari-WHTM,1691,1350.976,2021-05-21 00:00:00
Luhari-WHTM,1691,858.24,2021-05-20 00:00:00
Hasanpur WHTM,1686,283.536,2021-05-20 00:00:00
Hasanpur WHTM,1685,50.136,2021-05-20 00:00:00
"Aerocity, New Delhi",1848,3109.824,2021-05-20 00:00:00
Luhari-WHTM,1692,684.832,2021-05-20 00:00:00
Hasanpur WHTM,1685,45.6,2021-05-19 00:00:00
Luhari-WHTM,1692,1132.036,2021-05-19 00:00:00
"Aerocity, New Delhi",1848,2929.264,2021-05-19 00:00:00
Hasanpur WHTM,1686,215.968,2021-05-19 00:00:00
Luhari-WHTM,1691,444.672,2021-05-19 00:00:00
Hasanpur WHTM,1685,38.596,2021-05-18 00:00:00
Luhari-WHTM,1692,64.548,2021-05-18 00:00:00
"Aerocity, New Delhi",1848,3392.688,2021-05-18 00:00:00
Hasanpur WHTM,1686,232.352,2021-05-18 00:00:00
Luhari-WHTM,1691,1973.44,2021-05-18 00:00:00
Luhari-WHTM,1692,70.216,2021-05-17 00:00:00
Hasanpur WHTM,1685,91.08,2021-05-17 00:00:00
"Aerocity, New Delhi",1848,3545.152,2021-05-17 00:00:00
Hasanpur WHTM,1686,215.488,2021-05-17 00:00:00
Luhari-WHTM,1691,1849.856,2021-05-17 00:00:00
Luhari-WHTM,1692,62.072,2021-05-16 00:00:00
Hasanpur WHTM,1686,218.928,2021-05-16 00:00:00
"Aerocity, New Delhi",1848,3329.248,2021-05-16 00:00:00
Hasanpur WHTM,1685,103.464,2021-05-16 00:00:00
Luhari-WHTM,1691,1670.144,2021-05-16 00:00:00
Luhari-WHTM,1693,176.608,2021-05-15 00:00:00
Hasanpur WHTM,1685,75.372,2021-05-15 00:00:00
Luhari-WHTM,1692,348.572,2021-05-15 00:00:00
Hasanpur WHTM,1686,230.4,2021-05-15 00:00:00
"Aerocity, New Delhi",1848,3434.608,2021-05-15 00:00:00
Luhari-WHTM,1691,1439.296,2021-05-15 00:00:00
Luhari-WHTM,1692,131.52,2021-05-14 00:00:00
Hasanpur WHTM,1685,27.384,2021-05-14 00:00:00
"Aerocity, New Delhi",1848,3520.08,2021-05-14 00:00:00
Hasanpur WHTM,1686,190.048,2021-05-14 00:00:00
Luhari-WHTM,1691,1834.752,2021-05-14 00:00:00
Hasanpur WHTM,1685,62.712,2021-05-13 00:00:00
Luhari-WHTM,1692,457.444,2021-05-13 00:00:00
"Aerocity, New Delhi",1848,3313.664,2021-05-13 00:00:00
Hasanpur WHTM,1686,237.408,2021-05-13 00:00:00
Luhari-WHTM,1691,1489.024,2021-05-13 00:00:00
Hasanpur WHTM,1686,198.032,2021-05-12 00:00:00
Luhari-WHTM,1692,145.824,2021-05-12 00:00:00
"Aerocity, New Delhi",1848,3557.136,2021-05-12 00:00:00
Hasanpur WHTM,1685,124.552,2021-05-12 00:00:00
Luhari-WHTM,1691,1762.88,2021-05-12 00:00:00
Luhari-WHTM,1693,192.748,2021-05-11 00:00:00
Hasanpur WHTM,1685,73.052,2021-05-11 00:00:00
Luhari-WHTM,1691,2312.256,2021-05-11 00:00:00
Luhari-WHTM,1692,285.836,2021-05-11 00:00:00
"Aerocity, New Delhi",1848,3508.992,2021-05-11 00:00:00
Hasanpur WHTM,1686,267.104,2021-05-11 00:00:00
Hasanpur WHTM,1685,8.408,2021-05-10 00:00:00
Hasanpur WHTM,1686,260.88,2021-05-10 00:00:00
Luhari-WHTM,1692,147.1,2021-05-10 00:00:00
"Aerocity, New Delhi",1848,2205.008,2021-05-10 00:00:00
Luhari-WHTM,1691,827.008,2021-05-10 00:00:00
Luhari-WHTM,1692,154.544,2021-05-09 00:00:00
Luhari-WHTM,1693,10.404,2021-05-09 00:00:00
"Aerocity, New Delhi",1848,2348.864,2021-05-09 00:00:00
Hasanpur WHTM,1685,134.096,2021-05-09 00:00:00
Luhari-WHTM,1691,1685.376,2021-05-09 00:00:00
Hasanpur WHTM,1685,42.208,2021-05-08 00:00:00
Luhari-WHTM,1693,668.832,2021-05-08 00:00:00
Luhari-WHTM,1692,124.188,2021-05-08 00:00:00
"Aerocity, New Delhi",1848,2260.712,2021-05-08 00:00:00
Hasanpur WHTM,1686,303.84,2021-05-08 00:00:00
Luhari-WHTM,1691,1174.976,2021-05-08 00:00:00
Luhari-WHTM,1691,383.36,2021-05-07 00:00:00
Hasanpur WHTM,1685,19.548,2021-05-07 00:00:00
Luhari-WHTM,1692,713.932,2021-05-07 00:00:00
"Aerocity, New Delhi",1848,2197.4,2021-05-07 00:00:00
Hasanpur WHTM,1686,337.488,2021-05-07 00:00:00
Luhari-WHTM,1693,794.284,2021-05-07 00:00:00
Hasanpur WHTM,1685,56.856,2021-05-06 00:00:00
Luhari-WHTM,1692,955.264,2021-05-06 00:00:00
Luhari-WHTM,1693,86.572,2021-05-06 00:00:00
"Aerocity, New Delhi",1848,2224.904,2021-05-06 00:00:00
Hasanpur WHTM,1686,320.08,2021-05-06 00:00:00
Luhari-WHTM,1691,1111.296,2021-05-06 00:00:00
Hasanpur WHTM,1685,42.912,2021-05-05 00:00:00
Luhari-WHTM,1691,1789.952,2021-05-05 00:00:00
Hasanpur WHTM,1686,345.968,2021-05-05 00:00:00
"Aerocity, New Delhi",1848,2245.8,2021-05-05 00:00:00
Luhari-WHTM,1693,76.188,2021-05-05 00:00:00
Hasanpur WHTM,1685,12.684,2021-05-04 00:00:00
Luhari-WHTM,1693,170.132,2021-05-04 00:00:00
"Aerocity, New Delhi",1848,2039.512,2021-05-04 00:00:00
Hasanpur WHTM,1686,359.168,2021-05-04 00:00:00
Luhari-WHTM,1691,1709.44,2021-05-04 00:00:00
Luhari-WHTM,1693,85.384,2021-05-03 00:00:00
Hasanpur WHTM,1685,1.064,2021-05-03 00:00:00
Luhari-WHTM,1692,5.956,2021-05-03 00:00:00
"Aerocity, New Delhi",1848,2159.936,2021-05-03 00:00:00
Hasanpur WHTM,1686,384.624,2021-05-03 00:00:00
Luhari-WHTM,1691,1799.04,2021-05-03 00:00:00
Hasanpur WHTM,1686,204.192,2021-05-02 00:00:00
Luhari-WHTM,1692,374.512,2021-05-02 00:00:00
Hasanpur WHTM,1685,138.944,2021-05-02 00:00:00
"Aerocity, New Delhi",1848,2140.816,2021-05-02 00:00:00
Luhari-WHTM,1691,1493.184,2021-05-02 00:00:00
Hasanpur WHTM,1686,245.376,2021-05-01 00:00:00
Luhari-WHTM,1692,208.612,2021-05-01 00:00:00
Hasanpur WHTM,1685,188.676,2021-05-01 00:00:00
"Aerocity, New Delhi",1848,2138.896,2021-05-01 00:00:00
Luhari-WHTM,1691,1557.824,2021-05-01 00:00:00
Luhari-WHTM,1692,160.596,2021-04-30 00:00:00
Hasanpur WHTM,1686,290.256,2021-04-30 00:00:00
"Aerocity, New Delhi",1848,2225.6,2021-04-30 00:00:00
Hasanpur WHTM,1685,118.512,2021-04-30 00:00:00
Luhari-WHTM,1691,1668.096,2021-04-30 00:00:00
Luhari-WHTM,1692,121.268,2021-04-29 00:00:00
Hasanpur WHTM,1685,252.9,2021-04-29 00:00:00
"Aerocity, New Delhi",1848,2160.904,2021-04-29 00:00:00
Hasanpur WHTM,1686,109.904,2021-04-29 00:00:00
Luhari-WHTM,1691,1824.32,2021-04-29 00:00:00
Hasanpur WHTM,1685,8.3,2021-04-28 00:00:00
Luhari-WHTM,1692,86.788,2021-04-28 00:00:00
"Aerocity, New Delhi",1848,2140.288,2021-04-28 00:00:00
Hasanpur WHTM,1686,356.544,2021-04-28 00:00:00
Luhari-WHTM,1691,1783.36,2021-04-28 00:00:00
Hasanpur WHTM,1685,14.092,2021-04-27 00:00:00
Luhari-WHTM,1692,241.8,2021-04-27 00:00:00
"Aerocity, New Delhi",1848,2113.152,2021-04-27 00:00:00
Hasanpur WHTM,1686,337.424,2021-04-27 00:00:00
Luhari-WHTM,1691,1508.992,2021-04-27 00:00:00
"Aerocity, New Delhi",1848,675.944,2021-04-26 00:00:00
Luhari-WHTM,1692,118.26,2021-04-26 00:00:00
Hasanpur WHTM,1685,16.408,2021-04-26 00:00:00
Hasanpur WHTM,1686,329.488,2021-04-26 00:00:00
Luhari-WHTM,1691,1563.776,2021-04-26 00:00:00
Luhari-WHTM,1692,0.576,2021-04-25 00:00:00
Hasanpur WHTM,1685,27.232,2021-04-25 00:00:00
Hasanpur WHTM,1686,263.488,2021-04-25 00:00:00
Luhari-WHTM,1691,1524.096,2021-04-25 00:00:00
Hasanpur WHTM,1685,40.832,2021-04-24 00:00:00
Luhari-WHTM,1692,50.476,2021-04-24 00:00:00
Luhari-WHTM,1693,129.584,2021-04-24 00:00:00
Hasanpur WHTM,1686,300.272,2021-04-24 00:00:00
Luhari-WHTM,1691,1443.072,2021-04-24 00:00:00
Luhari-WHTM,1693,55.112,2021-04-23 00:00:00
Luhari-WHTM,1692,187.68,2021-04-23 00:00:00
Hasanpur WHTM,1685,32.768,2021-04-23 00:00:00
"Aerocity, New Delhi",1848,1917.368,2021-04-23 00:00:00
Hasanpur WHTM,1686,320.896,2021-04-23 00:00:00
Luhari-WHTM,1691,1326.656,2021-04-23 00:00:00
Luhari-WHTM,1692,118.228,2021-04-22 00:00:00
Hasanpur WHTM,1686,272.432,2021-04-22 00:00:00
Hasanpur WHTM,1685,65.652,2021-04-22 00:00:00
"Aerocity, New Delhi",1848,1776.72,2021-04-22 00:00:00
Luhari-WHTM,1691,1397.056,2021-04-22 00:00:00
Luhari-WHTM,1692,22.104,2021-04-21 00:00:00
Hasanpur WHTM,1685,70.764,2021-04-21 00:00:00
Luhari-WHTM,1693,122.312,2021-04-21 00:00:00
Hasanpur WHTM,1686,249.44,2021-04-21 00:00:00
"Aerocity, New Delhi",1848,1904.456,2021-04-21 00:00:00
Luhari-WHTM,1691,1363.328,2021-04-21 00:00:00
Luhari-WHTM,1692,303.468,2021-04-20 00:00:00
Luhari-WHTM,1693,445.872,2021-04-20 00:00:00
Hasanpur WHTM,1686,337.52,2021-04-20 00:00:00
"Aerocity, New Delhi",1848,2044.032,2021-04-20 00:00:00
Hasanpur WHTM,1685,32.7,2021-04-20 00:00:00
Luhari-WHTM,1691,909.184,2021-04-20 00:00:00
Hasanpur WHTM,1685,72.084,2021-04-19 00:00:00
Luhari-WHTM,1693,45.162,2021-04-19 00:00:00
"Aerocity, New Delhi",1848,1983.16,2021-04-19 00:00:00
Hasanpur WHTM,1686,314.288,2021-04-19 00:00:00
Luhari-WHTM,1691,1538.816,2021-04-19 00:00:00
Luhari-WHTM,1693,5.926,2021-04-18 00:00:00
Hasanpur WHTM,1686,204.704,2021-04-18 00:00:00
Luhari-WHTM,1692,383.456,2021-04-18 00:00:00
Hasanpur WHTM,1685,1.012,2021-04-18 00:00:00
"Aerocity, New Delhi",1848,1931.8,2021-04-18 00:00:00
Luhari-WHTM,1691,1036.416,2021-04-18 00:00:00
Luhari-WHTM,1692,200.772,2021-04-17 00:00:00
Hasanpur WHTM,1685,151.884,2021-04-17 00:00:00
Luhari-WHTM,1693,19.276,2021-04-17 00:00:00
Hasanpur WHTM,1686,248.352,2021-04-17 00:00:00
"Aerocity, New Delhi",1848,1946.416,2021-04-17 00:00:00
Luhari-WHTM,1691,1300.288,2021-04-17 00:00:00
Hasanpur WHTM,1685,239.036,2021-04-16 00:00:00
Luhari-WHTM,1693,935.316,2021-04-16 00:00:00
"Aerocity, New Delhi",1848,1655.672,2021-04-16 00:00:00
Hasanpur WHTM,1686,173.184,2021-04-16 00:00:00
Luhari-WHTM,1691,878.528,2021-04-16 00:00:00
Luhari-WHTM,1693,175.486,2021-04-15 00:00:00
Hasanpur WHTM,1685,58.672,2021-04-15 00:00:00
Hasanpur WHTM,1686,392.832,2021-04-15 00:00:00
"Aerocity, New Delhi",1848,2136.832,2021-04-15 00:00:00
Luhari-WHTM,1691,1551.424,2021-04-15 00:00:00
Hasanpur WHTM,1685,180.46,2021-04-14 00:00:00
Luhari-WHTM,1693,38.93,2021-04-14 00:00:00
"Aerocity, New Delhi",1848,2209.208,2021-04-14 00:00:00
Hasanpur WHTM,1686,246.848,2021-04-14 00:00:00
Luhari-WHTM,1691,1678.592,2021-04-14 00:00:00
Luhari-WHTM,1693,117.326,2021-04-13 00:00:00
Hasanpur WHTM,1685,23.008,2021-04-13 00:00:00
Luhari-WHTM,1692,116.076,2021-04-13 00:00:00
"Aerocity, New Delhi",1848,2016.072,2021-04-13 00:00:00
Hasanpur WHTM,1686,383.872,2021-04-13 00:00:00
Luhari-WHTM,1691,1354.112,2021-04-13 00:00:00
Hasanpur WHTM,1685,79.768,2021-04-12 00:00:00
Luhari-WHTM,1692,176.616,2021-04-12 00:00:00
Hasanpur WHTM,1686,296.928,2021-04-12 00:00:00
"Aerocity, New Delhi",1848,1847.28,2021-04-12 00:00:00
Luhari-WHTM,1691,1469.184,2021-04-12 00:00:00
Luhari-WHTM,1692,382.96,2021-04-11 00:00:00
Hasanpur WHTM,1685,11.336,2021-04-11 00:00:00
"Aerocity, New Delhi",1848,1852.152,2021-04-11 00:00:00
Hasanpur WHTM,1686,231.072,2021-04-11 00:00:00
Luhari-WHTM,1691,1057.152,2021-04-11 00:00:00
Hasanpur WHTM,1685,99.616,2021-04-10 00:00:00
Luhari-WHTM,1692,108.996,2021-04-10 00:00:00
Hasanpur WHTM,1686,275.28,2021-04-10 00:00:00
"Aerocity, New Delhi",1848,1951.688,2021-04-10 00:00:00
Luhari-WHTM,1691,1352.448,2021-04-10 00:00:00
Luhari-WHTM,1692,119.62,2021-04-09 00:00:00
Hasanpur WHTM,1685,29.076,2021-04-09 00:00:00
Luhari-WHTM,1693,41.9,2021-04-09 00:00:00
"Aerocity, New Delhi",1848,2002.736,2021-04-09 00:00:00
Luhari-WHTM,1691,1337.856,2021-04-09 00:00:00
Hasanpur WHTM,1686,336.576,2021-04-09 00:00:00
Luhari-WHTM,1693,18.066,2021-04-08 00:00:00
Hasanpur WHTM,1685,1.936,2021-04-08 00:00:00
"Aerocity, New Delhi",1848,2022.808,2021-04-08 00:00:00
Hasanpur WHTM,1686,381.168,2021-04-08 00:00:00
Luhari-WHTM,1691,1427.648,2021-04-08 00:00:00
Hasanpur WHTM,1686,246.176,2021-04-07 00:00:00
Luhari-WHTM,1693,102.992,2021-04-07 00:00:00
Hasanpur WHTM,1685,141.82,2021-04-07 00:00:00
"Aerocity, New Delhi",1848,2073.636,2021-04-07 00:00:00
Luhari-WHTM,1691,1426.816,2021-04-07 00:00:00
Luhari-WHTM,1693,18.038,2021-04-06 00:00:00
Hasanpur WHTM,1685,98.52,2021-04-06 00:00:00
Hasanpur WHTM,1686,307.52,2021-04-06 00:00:00
"Aerocity, New Delhi",1848,2123.616,2021-04-06 00:00:00
Luhari-WHTM,1691,1544.192,2021-04-06 00:00:00
Hasanpur WHTM,1685,89.272,2021-04-05 00:00:00
Hasanpur WHTM,1686,552.688,2021-04-05 00:00:00
Luhari-WHTM,1693,39.768,2021-04-05 00:00:00
"Aerocity, New Delhi",1848,1963.508,2021-04-05 00:00:00
Luhari-WHTM,1691,1420.864,2021-04-05 00:00:00
Luhari-WHTM,1693,42.396,2021-04-04 00:00:00
Hasanpur WHTM,1685,4.344,2021-04-04 00:00:00
Hasanpur WHTM,1686,88.864,2021-04-04 00:00:00
"Aerocity, New Delhi",1848,1805.56,2021-04-04 00:00:00
Luhari-WHTM,1691,1287.744,2021-04-04 00:00:00
Hasanpur WHTM,1685,15.548,2021-04-03 00:00:00
Luhari-WHTM,1693,76.568,2021-04-03 00:00:00
Hasanpur WHTM,1686,389.536,2021-04-03 00:00:00
"Aerocity, New Delhi",1848,1853.188,2021-04-03 00:00:00
Luhari-WHTM,1691,1302.144,2021-04-03 00:00:00
Luhari-WHTM,1693,0.934,2021-04-02 00:00:00
Hasanpur WHTM,1685,13.46,2021-04-02 00:00:00
"Aerocity, New Delhi",1848,1861.036,2021-04-02 00:00:00
Hasanpur WHTM,1686,306.56,2021-04-02 00:00:00
Luhari-WHTM,1691,1242.304,2021-04-02 00:00:00
Luhari-WHTM,1693,58.86,2021-04-01 00:00:00
Hasanpur WHTM,1685,91.18,2021-04-01 00:00:00
Hasanpur WHTM,1686,321.472,2021-04-01 00:00:00
"Aerocity, New Delhi",1848,1712.932,2021-04-01 00:00:00
Luhari-WHTM,1691,1407.36,2021-04-01 00:00:00
Luhari-WHTM,1693,57.326,2021-03-31 00:00:00
Hasanpur WHTM,1685,59.256,2021-03-31 00:00:00
Luhari-WHTM,1692,111.028,2021-03-31 00:00:00
Hasanpur WHTM,1686,370.048,2021-03-31 00:00:00
"Aerocity, New Delhi",1848,1986.344,2021-03-31 00:00:00
Luhari-WHTM,1691,1359.104,2021-03-31 00:00:00
Luhari-WHTM,1692,599.412,2021-03-30 00:00:00
Hasanpur WHTM,1685,180,2021-03-30 00:00:00
Luhari-WHTM,1693,234.31,2021-03-30 00:00:00
"Aerocity, New Delhi",1848,1609.32,2021-03-30 00:00:00
Hasanpur WHTM,1686,280.448,2021-03-30 00:00:00
Luhari-WHTM,1691,476.032,2021-03-30 00:00:00
Luhari-WHTM,1693,32.102,2021-03-29 00:00:00
Hasanpur WHTM,1685,7.172,2021-03-29 00:00:00
"Aerocity, New Delhi",1848,1314.724,2021-03-29 00:00:00
Luhari-WHTM,1691,891.008,2021-03-29 00:00:00
Hasanpur WHTM,1686,344.224,2021-03-29 00:00:00
Luhari-WHTM,1693,38.116,2021-03-28 00:00:00
Hasanpur WHTM,1685,28.912,2021-03-28 00:00:00
Hasanpur WHTM,1686,348.032,2021-03-28 00:00:00
"Aerocity, New Delhi",1848,1399.164,2021-03-28 00:00:00
Luhari-WHTM,1691,1248.64,2021-03-28 00:00:00
"Aerocity, New Delhi",1848,891.392,2021-03-27 00:00:00
Luhari-WHTM,1692,52.936,2021-03-27 00:00:00
Luhari-WHTM,1693,153.9,2021-03-27 00:00:00
Luhari-WHTM,1691,4620.8,2021-03-27 00:00:00
Hasanpur WHTM,1685,36.912,2021-03-27 00:00:00
Hasanpur WHTM,1686,426.192,2021-03-27 00:00:00
Hasanpur WHTM,1685,277.036,2021-03-26 00:00:00
Hasanpur WHTM,1686,172.08,2021-03-26 00:00:00
Hasanpur WHTM,1685,261.18,2021-03-25 00:00:00
"Aerocity, New Delhi",1848,1731.264,2021-03-25 00:00:00
Hasanpur WHTM,1686,173.888,2021-03-25 00:00:00
Hasanpur WHTM,1685,27.948,2021-03-24 00:00:00
Luhari-WHTM,1692,9.772,2021-03-24 00:00:00
Hasanpur WHTM,1686,429.792,2021-03-24 00:00:00
"Aerocity, New Delhi",1848,1711.58,2021-03-24 00:00:00
Luhari-WHTM,1691,538.24,2021-03-24 00:00:00
Hasanpur WHTM,1686,98.016,2021-03-23 00:00:00
Hasanpur WHTM,1685,53.524,2021-03-23 00:00:00
Luhari-WHTM,1692,493.064,2021-03-23 00:00:00
"Aerocity, New Delhi",1848,1816.112,2021-03-23 00:00:00
Luhari-WHTM,1691,989.184,2021-03-23 00:00:00
Luhari-WHTM,1692,217.756,2021-03-22 00:00:00
"Aerocity, New Delhi",1848,1480.056,2021-03-22 00:00:00
Luhari-WHTM,1691,1178.24,2021-03-22 00:00:00
Luhari-WHTM,1692,83.984,2021-03-21 00:00:00
"Aerocity, New Delhi",1848,1672.196,2021-03-21 00:00:00
Luhari-WHTM,1691,1221.312,2021-03-21 00:00:00
Luhari-WHTM,1692,291.656,2021-03-20 00:00:00
"Aerocity, New Delhi",1848,1754.834,2021-03-20 00:00:00
Luhari-WHTM,1691,1005.12,2021-03-20 00:00:00
Luhari-WHTM,1692,63.524,2021-03-19 00:00:00
"Aerocity, New Delhi",1848,1866.018,2021-03-19 00:00:00
Luhari-WHTM,1691,1370.304,2021-03-19 00:00:00
Luhari-WHTM,1692,2.956,2021-03-18 00:00:00
"Aerocity, New Delhi",1848,1753.848,2021-03-18 00:00:00
Luhari-WHTM,1691,1329.024,2021-03-18 00:00:00
Luhari-WHTM,1692,24.196,2021-03-17 00:00:00
"Aerocity, New Delhi",1848,1784.346,2021-03-17 00:00:00
Luhari-WHTM,1691,1340.864,2021-03-17 00:00:00
Luhari-WHTM,1692,31.424,2021-03-16 00:00:00
"Aerocity, New Delhi",1848,1814.69,2021-03-16 00:00:00
Luhari-WHTM,1691,1278.848,2021-03-16 00:00:00
Luhari-WHTM,1693,0.77,2021-03-15 00:00:00
Luhari-WHTM,1692,5.704,2021-03-15 00:00:00
"Aerocity, New Delhi",1848,1568.312,2021-03-15 00:00:00
Luhari-WHTM,1691,1378.304,2021-03-15 00:00:00
Luhari-WHTM,1692,21.056,2021-03-14 00:00:00
Luhari-WHTM,1693,15.83,2021-03-14 00:00:00
"Aerocity, New Delhi",1848,1589.11,2021-03-14 00:00:00
Luhari-WHTM,1691,1175.552,2021-03-14 00:00:00
Luhari-WHTM,1693,135.542,2021-03-13 00:00:00
"Aerocity, New Delhi",1848,1698.946,2021-03-13 00:00:00
Luhari-WHTM,1691,1217.088,2021-03-13 00:00:00
Luhari-WHTM,1693,175.308,2021-03-12 00:00:00
Luhari-WHTM,1692,362.164,2021-03-12 00:00:00
"Aerocity, New Delhi",1848,1627.93,2021-03-12 00:00:00
Luhari-WHTM,1691,1085.632,2021-03-12 00:00:00
Luhari-WHTM,1692,110.32,2021-03-11 00:00:00
"Aerocity, New Delhi",1848,1846.186,2021-03-11 00:00:00
Luhari-WHTM,1691,1314.752,2021-03-11 00:00:00
"Aerocity, New Delhi",1848,1849.917,2021-03-10 00:00:00
Luhari-WHTM,1691,1454.016,2021-03-10 00:00:00
Luhari-WHTM,1692,125.504,2021-03-09 00:00:00
Luhari-WHTM,1693,84.056,2021-03-09 00:00:00
Luhari-WHTM,1691,1337.344,2021-03-09 00:00:00
"Aerocity, New Delhi",1848,1857.248,2021-03-09 00:00:00
Luhari-WHTM,1693,401.422,2021-03-08 00:00:00
"Aerocity, New Delhi",1848,1720.447,2021-03-08 00:00:00
Luhari-WHTM,1691,1074.432,2021-03-08 00:00:00
Luhari-WHTM,1693,14.372,2021-03-07 00:00:00
"Aerocity, New Delhi",1848,1643.418,2021-03-07 00:00:00
Luhari-WHTM,1691,1412.672,2021-03-07 00:00:00
Luhari-WHTM,1693,44.094,2021-03-06 00:00:00
"Aerocity, New Delhi",1848,1689.0805,2021-03-06 00:00:00
Luhari-WHTM,1691,1367.616,2021-03-06 00:00:00
Luhari-WHTM,1693,7.738,2021-03-05 00:00:00
Luhari-WHTM,1692,77.72,2021-03-05 00:00:00
"Aerocity, New Delhi",1848,1702.971,2021-03-05 00:00:00
Luhari-WHTM,1691,1367.552,2021-03-05 00:00:00
Luhari-WHTM,1692,84.656,2021-03-04 00:00:00
Luhari-WHTM,1691,1245.76,2021-03-04 00:00:00
"Aerocity, New Delhi",1848,1690.065,2021-03-04 00:00:00
Luhari-WHTM,1692,36.064,2021-03-03 00:00:00
Luhari-WHTM,1691,1289.408,2021-03-03 00:00:00
"Aerocity, New Delhi",1848,1598.57275,2021-03-03 00:00:00
Luhari-WHTM,1692,28.284,2021-03-02 00:00:00
"Aerocity, New Delhi",1848,836.63188,2021-03-02 00:00:00
Luhari-WHTM,1691,1307.072,2021-03-02 00:00:00
Luhari-WHTM,1692,56.584,2021-03-01 00:00:00
"Aerocity, New Delhi",1848,539.456,2021-03-01 00:00:00
Luhari-WHTM,1691,1280.768,2021-03-01 00:00:00
Luhari-WHTM,1692,139.988,2021-02-28 00:00:00
"Aerocity, New Delhi",1848,1802.624,2021-02-28 00:00:00
Luhari-WHTM,1691,1243.328,2021-02-28 00:00:00
Luhari-WHTM,1692,141.916,2021-02-27 00:00:00
"Aerocity, New Delhi",1848,1890.176,2021-02-27 00:00:00
